url,tfidf_sim,title,policyList,policyTitles,USApolicyCitation,successful_policyList,successful_policyTitles,articlePdf,total_successful_policy,successfulPolicyPercentage,bert_large_uncased_sim,all_distilroberta_v1_sim,all_mpnet_base_v2_sim,all_MiniLM_L6_v2_sim,political_bert_sim,legal_bert_sim,specter_sim,scibert_sim,clinical_bert_sim,biobert_base_cased_v12_sim,sentence_t5_xl_sim,mean_tfidf_sim,mean_bert_large_uncased_sim,mean_all_distilroberta_v1_sim,mean_all_mpnet_base_v2_sim,mean_all_MiniLM_L6_v2_sim,mean_political_bert_sim,mean_legal_bert_sim,mean_specter_sim,mean_scibert_sim,mean_clinical_bert_sim,mean_biobert_base_cased_v12_sim,mean_sentence_t5_xl_sim
https://doi.org/10.1001/archpsyc.62.3.311,[0.0],risk factors predicting changes in marijuana involvement in teenagers,['https://health.hawaii.gov/substance-abuse/files/2013/05/2007StatewideReport.pdf'],"['The Hawai ‘ I Student Alcohol, Tobacco, And Other Drug Use Study :']",1,['https://health.hawaii.gov/substance-abuse/files/2013/05/2007StatewideReport.pdf'],['482_0_the hawai  i student alcohol tobacco and other drug use study .pdf'],482_risk factors predicting changes in marijuana involvement in teenagers.pdf,1,100.0,[0.761],[0.489],[0.511],[0.45],[0.74],[0.837],[0.776],[0.717],[0.846],[0.869],[0.709],0.0,0.761,0.489,0.511,0.45,0.74,0.837,0.776,0.717,0.846,0.869,0.709
https://doi.org/10.1001/archpsyc.62.4.417,"[0.0, 0.0]",prevention of relapse following cognitive therapy vs medications in moderate to severe depression,"['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8092632/pdf', 'https://www.dir.ca.gov/dwc/DWCPropRegs/2020/MTUS-Evidence-Based-Updates-June-2020/ACOEM-Depressive-Disorders.pdf', 'https://psychiatryonline.org/pb/assets/raw/sitewide/practice_guidelines/guidelines/mdd.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4090422/pdf']","['Approaches for discontinuation versus continuation of long‐term antidepressant use for depressive and anxiety disorders in adults', 'Depressive Disorders', 'PRACTICE GUIDELINE FOR THE Treatment of Patients With Major Depressive Disorder', 'Screening, Assessment, and Care of Anxiety and Depressive Symptoms in Adults With Cancer: An American Society of Clinical Oncology Guideline Adaptation']",4,"['https://www.dir.ca.gov/dwc/DWCPropRegs/2020/MTUS-Evidence-Based-Updates-June-2020/ACOEM-Depressive-Disorders.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8092632/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4090422/pdf']","['483_1_depressive disorders.pdf', '483_0_approaches for discontinuation versus continuation of long‐term antidepressant use for depressive and anxiety disorders in adults.pdf', '483_3_screening assessment and care of anxiety and depressive symptoms in adults with cancer an american society of clinical oncology guideline adaptation.pdf']",483_prevention of relapse following cognitive therapy vs medications in moderate to severe depression.pdf,3,75.0,"[0.739, 0.81, 0.81]","[0.341, 0.512, 0.397]","[0.408, 0.608, 0.309]","[0.378, 0.558, 0.406]","[0.756, 0.841, 0.837]","[0.855, 0.917, 0.9]","[0.829, 0.881, 0.794]","[0.619, 0.752, 0.745]","[0.837, 0.92, 0.905]","[0.83, 0.93, 0.912]","[0.757, 0.798, 0.729]",0.0,0.786,0.417,0.442,0.447,0.811,0.891,0.835,0.705,0.887,0.891,0.761
https://doi.org/10.1001/archpsyc.63.11.1284,"[0.0, 0.0, 0.0]",can a costly intervention be costeffective,"['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5950520/pdf', 'https://mathematica.org/publications/costs-of-early-childhood-home-visiting-an-analysis-of-programs-implemented-in-the-supporting', 'http://www.wsipp.wa.gov/ReportFile/1611/Wsipp_Updated-Inventory-of-Evidence-based-Research-based-and-Promising-Practices-For-Prevention-and-Intervention-Services-for-Children-and-Juveniles-in-the-Child-Welfare-Juvenile-Justice-and-Mental-Health-Systems_Benefit-Cost-Results.pdf', 'http://www.wsipp.wa.gov/BenefitCost/ProgramsByTopicPdf/9/Wsipp_BenefitCost_ProgramDetails_Public-Health-Prevention', 'http://www.wsipp.wa.gov/ReportFile/1607/Wsipp_Updated-Inventory-of-Evidence-and-Research-Based-Practices-Washingtons-Learning-Assistance-Program_Benefit-Cost-Results.pdf']","['Fifty years of preventing and treating childhood behaviour disorders: a systematic review to inform policy and practice', 'Costs of Early Childhood Home Visiting: An Analysis of Programs Implemented in the Supporting Evidence-Based Home Visiting to Prevent Child Maltreatment Initiative', 'Washington State Institute for Public Policy', 'Washington State Institute for Public Policy', 'Washington State Institute for Public Policy']",5,"['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5950520/pdf', 'http://www.wsipp.wa.gov/ReportFile/1611/Wsipp_Updated-Inventory-of-Evidence-based-Research-based-and-Promising-Practices-For-Prevention-and-Intervention-Services-for-Children-and-Juveniles-in-the-Child-Welfare-Juvenile-Justice-and-Mental-Health-Systems_Benefit-Cost-Results.pdf', 'http://www.wsipp.wa.gov/ReportFile/1607/Wsipp_Updated-Inventory-of-Evidence-and-Research-Based-Practices-Washingtons-Learning-Assistance-Program_Benefit-Cost-Results.pdf']","['484_0_fifty years of preventing and treating childhood behaviour disorders a systematic review to inform policy and practice.pdf', '484_2_washington state institute for public policy.pdf', '484_4_washington state institute for public policy.pdf']",484_can a costly intervention be costeffective.pdf,3,60.0,"[0.704, 0.599, 0.596]","[0.257, 0.093, 0.096]","[0.209, 0.294, 0.288]","[0.25, 0.181, 0.185]","[0.757, 0.633, 0.631]","[0.84, 0.797, 0.8]","[0.712, 0.724, 0.722]","[0.715, 0.623, 0.622]","[0.877, 0.833, 0.831]","[0.845, 0.805, 0.803]","[0.661, 0.622, 0.621]",0.0,0.633,0.149,0.264,0.205,0.674,0.812,0.719,0.653,0.847,0.818,0.635
https://doi.org/10.1001/archpsyc.63.6.694,"[0.194, 0.0, 0.22, 0.311]",autism from 2 to 9 years of age,"['https://nj.gov/health/fhs/autism/documents/Age_First_Diagnosis_Autism.pdf', 'https://www.autismguidelines.dmh.mo.gov/pdf/Guidelines.pdf', 'https://stacks.cdc.gov/view/cdc/6844', 'https://stacks.cdc.gov/view/cdc/5465', 'http://www.autism.alabama.gov/Documents/Autism_Needs_%20Assessment_Full_Report.pdf', 'https://www.health.ny.gov/publications/20168.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6513463/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9923900/pdf']","['Age of First Autism Diagnosis as Seen in the New Jersey Autism Registry', 'Autism Spectrum Disorders:', 'Prevalence of autism spectrum disorders-- Autism and Developmental Disabilities Monitoring Network, six sites, United States, 2000; Prevalence of autism spectrum disorders-- Autism and Developmental Disabilities Monitoring Network, 14 sites, United States, 2002 ; and, Evaluation of a methodology for a collaborative multiple source surveillance network for autism spectrum disorders-- Autism and Developmental Disabilities Monitoring Network, 14 sites, United States, 2002', 'Prevalence of autism spectrum disorders-- Autism and Developmental Disabilities Monitoring Network, United States, 2006', 'Baism Society of Alabama', 'Report of the Recommendations', 'Diagnostic tests for autism spectrum disorder (ASD) in preschool children', 'Early Screening of Autism Spectrum Disorder: Recommendations for Practice and Research']",8,"['https://www.health.ny.gov/publications/20168.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9923900/pdf', 'http://www.autism.alabama.gov/Documents/Autism_Needs_%20Assessment_Full_Report.pdf', 'https://www.autismguidelines.dmh.mo.gov/pdf/Guidelines.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6513463/pdf', 'https://nj.gov/health/fhs/autism/documents/Age_First_Diagnosis_Autism.pdf']","['485_5_report of the recommendations.pdf', '485_7_early screening of autism spectrum disorder recommendations for practice and research.pdf', '485_4_baism society of alabama.pdf', '485_1_autism spectrum disorders.pdf', '485_6_diagnostic tests for autism spectrum disorder asd in preschool children.pdf', '485_0_age of first autism diagnosis as seen in the new jersey autism registry.pdf']",485_autism from 2 to 9 years of age.pdf,6,75.0,"[0.504, 0.696, 0.711, 0.725, 0.736]","[0.122, 0.49, 0.596, 0.498, 0.522]","[0.199, 0.709, 0.76, 0.697, 0.706]","[0.092, 0.625, 0.667, 0.574, 0.7]","[0.57, 0.68, 0.655, 0.669, 0.715]","[0.742, 0.817, 0.809, 0.839, 0.85]","[0.743, 0.85, 0.903, 0.847, 0.876]","[0.511, 0.63, 0.571, 0.645, 0.653]","[0.677, 0.808, 0.779, 0.803, 0.829]","[0.736, 0.8, 0.759, 0.811, 0.822]","[0.565, 0.725, 0.796, 0.755, 0.779]",0.181,0.674,0.446,0.614,0.532,0.658,0.811,0.844,0.602,0.779,0.786,0.724
https://doi.org/10.1001/archpsyc.63.7.721,"[0.0, 0.0, 0.38, 0.335, 0.0]",childhoodonset schizophrenia,"['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169186/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5593251/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169107/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6984668/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2800144/pdf', 'https://www.jaacap.org/action/showPdf?pii=S0890-8https://www.jaacap.org/article/S0890-8567(13)00550-9/fulltext567%2813%2900112-3']","['Clozapine versus other atypical antipsychotics for schizophrenia', 'Canadian Guidelines for the Pharmacological Treatment of Schizophrenia Spectrum and Other Psychotic Disorders in Children and Youth', 'Olanzapine versus other atypical antipsychotics for schizophrenia', 'Antipsychotic medication for childhood‐onset schizophrenia', 'The 2009 Schizophrenia PORT Psychopharmacological Treatment Recommendations and Summary Statements', 'Practice Parameter for the Assessment and Treatment of Children and Adolescents With Schizophrenia']",6,"['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169186/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4169107/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2800144/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5593251/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6984668/pdf']","['486_0_clozapine versus other atypical antipsychotics for schizophrenia.pdf', '486_2_olanzapine versus other atypical antipsychotics for schizophrenia.pdf', '486_4_the 2009 schizophrenia port psychopharmacological treatment recommendations and summary statements.pdf', '486_1_canadian guidelines for the pharmacological treatment of schizophrenia spectrum and other psychotic disorders in children and youth.pdf', '486_3_antipsychotic medication for childhood‐onset schizophrenia.pdf']",486_childhoodonset schizophrenia.pdf,5,83.33,"[0.687, 0.682, 0.694, 0.654, 0.661]","[0.342, 0.352, 0.389, 0.489, 0.581]","[0.385, 0.428, 0.522, 0.585, 0.621]","[0.481, 0.47, 0.592, 0.605, 0.658]","[0.588, 0.591, 0.621, 0.57, 0.603]","[0.757, 0.75, 0.773, 0.747, 0.774]","[0.797, 0.773, 0.802, 0.806, 0.856]","[0.662, 0.657, 0.635, 0.645, 0.691]","[0.846, 0.848, 0.827, 0.845, 0.853]","[0.842, 0.845, 0.852, 0.841, 0.863]","[0.726, 0.727, 0.681, 0.782, 0.796]",0.143,0.676,0.431,0.508,0.561,0.595,0.76,0.807,0.658,0.844,0.849,0.742
https://doi.org/10.1001/archpsyc.63.9.1035,"[0.261, 0.099]",school bullying and youth violence,"['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8202995/pdf', 'https://www.urban.org/research/publication/citywide-model-bullying-prevention-policy', 'https://www.congress.gov/event/111th-congress/house-event/LC4951/text', 'https://osse.dc.gov/sites/default/files/dc/sites/ohr/publication/attachments/DCBullyingPreventionPolicy_PressQ_022513.pdf', 'https://www.rand.org/pubs/rgs_dissertations/RGSD240.html']","['Assessing Violence Risk in Adolescents in the Pediatric Emergency Department: Systematic Review and Clinical Guidance', 'Citywide Model Bullying Prevention Policy', 'House Hearing, 111th Congress — ENSURING STUDENT CYBER SAFETY', 'Mayor Vincent C. Gray ’ s Youth Bullying Prevention Task Force', 'No Bullies Allowed: Understanding Peer Victimization, the Impacts on Delinquency, and the Effectiveness of Prevention Programs']",5,"['https://osse.dc.gov/sites/default/files/dc/sites/ohr/publication/attachments/DCBullyingPreventionPolicy_PressQ_022513.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8202995/pdf']","['487_3_mayor vincent c gray  s youth bullying prevention task force.pdf', '487_0_assessing violence risk in adolescents in the pediatric emergency department systematic review and clinical guidance.pdf']",487_school bullying and youth violence.pdf,2,40.0,"[0.628, 0.615]","[0.537, 0.549]","[0.759, 0.569]","[0.652, 0.557]","[0.589, 0.598]","[0.837, 0.833]","[0.869, 0.804]","[0.705, 0.708]","[0.779, 0.82]","[0.837, 0.861]","[0.761, 0.757]",0.18,0.621,0.543,0.664,0.605,0.593,0.835,0.837,0.706,0.799,0.849,0.759
https://doi.org/10.1001/archpsyc.64.1.49,"[0.0, 0.0, 0.0]",a prospective investigation of major depressive disorder and comorbidity in abused and neglected children grown up,"['https://www.acf.hhs.gov/opre/report/nscaw-adolescents-involved-child-welfare-transition-adulthood', 'https://www.wsipp.wa.gov/ReportFile/1387/Wsipp_Return-on-Investment-Evidence-Based-Options-to-Improve-Statewide-Outcomes-April-2012-Update_Technical-Appendix.pdf', 'https://www.nber.org/papers/w21055?sy=055', 'https://purl.fdlp.gov/GPO/gpo71840', 'http://www.wsipp.wa.gov/ReportFile/1387/Wsipp_Return-on-Investment-Evidence-Based-Options-to-Improve-Statewide-Outcomes-April-2012-Update_Technical-Appendix.pdf', 'https://www.acf.hhs.gov/opre/resource/nscaw-adolescents-involved-with-child-welfare-a-transition-to-adulthood', 'http://www.wsipp.wa.gov/TechnicalDocumentation/WsippBenefitCostTechnicalDocumentation.pdf', 'https://www.wsipp.wa.gov/TechnicalDocumentation/WsippBenefitCostTechnicalDocumentation.pdf']","['NSCAW, Adolescents Involved with Child Welfare: A Transition to Adulthood', 'Return on Investment : Evidence-Based Options to Improve Statewide Outcomes', 'The Effect of Community Traumatic Events on Student Achievement: Evidence from the Beltway Sniper Attacks', 'Children’s exposure to violence, crime, and abuse :\xa0an update /', 'Return on Investment: Evidence-Based Options to Improve Statewide Outcomes <br/> April 2012 Update - Technical Appendix', 'NSCAW, Adolescents Involved with Child Welfare: A Transition to Adulthood', 'Appendix', 'December 2019']",8,"['https://purl.fdlp.gov/GPO/gpo71840', 'https://www.wsipp.wa.gov/ReportFile/1387/Wsipp_Return-on-Investment-Evidence-Based-Options-to-Improve-Statewide-Outcomes-April-2012-Update_Technical-Appendix.pdf', 'https://www.wsipp.wa.gov/TechnicalDocumentation/WsippBenefitCostTechnicalDocumentation.pdf', 'http://www.wsipp.wa.gov/TechnicalDocumentation/WsippBenefitCostTechnicalDocumentation.pdf', 'http://www.wsipp.wa.gov/ReportFile/1387/Wsipp_Return-on-Investment-Evidence-Based-Options-to-Improve-Statewide-Outcomes-April-2012-Update_Technical-Appendix.pdf']","['488_3_childrens exposure to violence crime and abuse \xa0an update .pdf', '488_1_return on investment  evidencebased options to improve statewide outcomes.pdf', '488_7_december 2019.pdf', '488_6_appendix.pdf', '488_4_return on investment evidencebased options to improve statewide outcomes br april 2012 update  technical appendix.pdf']",488_a prospective investigation of major depressive disorder and comorbidity in abused and neglected children grown up.pdf,5,62.5,"[0.82, 0.719, 0.594, 0.559, 0.713]","[0.519, 0.115, 0.078, 0.048, 0.087]","[0.444, 0.171, -0.044, 0.009, 0.163]","[0.463, -0.017, 0.008, 0.009, -0.016]","[0.757, 0.703, 0.545, 0.475, 0.683]","[0.838, 0.809, 0.713, 0.711, 0.801]","[0.798, 0.564, 0.594, 0.601, 0.559]","[0.747, 0.642, 0.544, 0.519, 0.651]","[0.879, 0.862, 0.771, 0.77, 0.861]","[0.881, 0.86, 0.714, 0.74, 0.856]","[0.722, 0.619, 0.611, 0.6, 0.613]",0.0,0.681,0.169,0.149,0.089,0.633,0.774,0.623,0.621,0.829,0.81,0.633
https://doi.org/10.1001/archpsyc.64.1.65,"[0.0, 0.0, 0.0]",costeffectiveness of systematic depression treatment among people with diabetes mellitus,"['https://aspe.hhs.gov/reports/benefits-medicaid-expansion-behavioral-health', 'https://deepblue.lib.umich.edu/handle/2027.42/171504', 'http://www.wsipp.wa.gov/ReportFile/1665/Wsipp_Interventions-to-Promote-Health-and-Increase-Health-Care-Efficiency-May-2017-Update_Report.pdf', 'http://www.wsipp.wa.gov/ReportFile/1661/Wsipp_Interventions-to-Promote-Health-and-Increase-Health-Care-Efficiency-December-2016-Update_Report.pdf', 'http://www.wsipp.wa.gov/BenefitCost/ProgramsByTopicPdf/8/Wsipp_BenefitCost_ProgramDetails_Adult-Mental-Health', 'https://www.cms.gov/medicare-coverage-database/details/nca-details.aspx?NCAId=251&type=Closed', 'https://www.rand.org/pubs/technical_reports/TR956.html']","['Benefits of Medicaid Expansion for Behavioral Health', 'MI Care Team Demonstration Evaluation Report', 'Washington State Institute for Public Policy', 'Washington State Institute for Public Policy', 'Washington State Institute for Public Policy', 'National Coverage Analysis (NCA) for Screening for Depression in Adults (CAG-00425N)', 'Care Is Expensive for Mentally Ill Veterans, but Quality Is as Good or Better Than Other Health Systems']",7,"['http://www.wsipp.wa.gov/ReportFile/1661/Wsipp_Interventions-to-Promote-Health-and-Increase-Health-Care-Efficiency-December-2016-Update_Report.pdf', 'http://www.wsipp.wa.gov/ReportFile/1665/Wsipp_Interventions-to-Promote-Health-and-Increase-Health-Care-Efficiency-May-2017-Update_Report.pdf', 'http://www.wsipp.wa.gov/BenefitCost/ProgramsByTopicPdf/8/Wsipp_BenefitCost_ProgramDetails_Adult-Mental-Health']","['489_3_washington state institute for public policy.pdf', '489_2_washington state institute for public policy.pdf', '489_4_washington state institute for public policy.pdf']",489_costeffectiveness of systematic depression treatment among people with diabetes mellitus.pdf,3,42.86,"[0.644, 0.643, 0.644]","[0.061, 0.057, 0.056]","[0.141, 0.141, 0.141]","[0.08, 0.077, 0.079]","[0.657, 0.644, 0.642]","[0.797, 0.796, 0.797]","[0.562, 0.561, 0.562]","[0.607, 0.608, 0.606]","[0.831, 0.834, 0.833]","[0.839, 0.835, 0.839]","[0.587, 0.591, 0.588]",0.0,0.644,0.058,0.141,0.079,0.648,0.797,0.562,0.607,0.833,0.838,0.589
https://doi.org/10.1001/archpsyc.64.9.1032,[0.156],national trends in the outpatient diagnosis and treatment of bipolar disorder in youth,"['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4922419/pdf', 'https://aspe.hhs.gov/reports/what-challenges-are-boys-facing-what-opportunities-exist-address-those-challenges-fact-sheet-mental', 'https://aspe.hhs.gov/reports/what-challenges-are-boys-facing-what-opportunities-exist-address-those-challenges-annotated-0', 'https://aspe.hhs.gov/reports/what-challenges-are-boys-facing-what-opportunities-exist-address-those-challenges-fact-sheet-mental-0', 'https://aspe.hhs.gov/reports/what-challenges-are-boys-facing-what-opportunities-exist-address-those-challenges-annotated', 'https://mmcp.health.maryland.gov/pap/docs/Antipsychotic-Peer-review-Project-Narrative.pdf', 'https://www.rand.org/pubs/technical_reports/TR914.html']","['Evidence-based guidelines for treating bipolar disorder: revised third edition Recommendations from the British Association for Psychopharmacology', 'What Challenges Are Boys Facing, and What Opportunities Exist to Address Those Challenges? Fact Sheet: Mental Health', 'What Challenges Are Boys Facing, and What Opportunities Exist to Address Those Challenges? Annotated Bibliography', 'What Challenges Are Boys Facing, and What Opportunities Exist To Address Those Challenges? Fact Sheet: Mental Health*', 'What Challenges Are Boys Facing, and What Opportunities Exist to Address Those Challenges? Annotated Bibliography', 'Antipsychotic Peer Review Project', 'DC residents have high unmet needs for mental health care']",7,['https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4922419/pdf'],['491_0_evidencebased guidelines for treating bipolar disorder revised third edition recommendations from the british association for psychopharmacology.pdf'],491_national trends in the outpatient diagnosis and treatment of bipolar disorder in youth.pdf,1,14.29,[0.855],[0.623],[0.654],[0.63],[0.804],[0.883],[0.834],[0.751],[0.907],[0.909],[0.749],0.156,0.855,0.623,0.654,0.63,0.804,0.883,0.834,0.751,0.907,0.909,0.749
https://doi.org/10.1001/archpsyc.65.10.1185,[0.0],predictive validity and early predictors of peervictimization trajectories in preschool,['https://purl.fdlp.gov/GPO/gpo128091'],"['Individual, institutional, and community sources of school violence :\xa0a meta-analysis : National Institute of Justice Comprehensive School Safety Initiative final summary overview /']",1,['https://purl.fdlp.gov/GPO/gpo128091'],['492_0_individual institutional and community sources of school violence \xa0a metaanalysis  national institute of justice comprehensive school safety initiative final summary overview .pdf'],492_predictive validity and early predictors of peervictimization trajectories in preschool.pdf,1,100.0,[0.813],[0.314],[0.317],[0.306],[0.78],[0.852],[0.779],[0.654],[0.861],[0.886],[0.707],0.0,0.813,0.314,0.317,0.306,0.78,0.852,0.779,0.654,0.861,0.886,0.707
https://doi.org/10.1001/archpsyc.65.12.1429,"[0.0, 0.0, 0.0]",mental health of college students and their non–collegeattending peers,"['https://rga.lis.virginia.gov/Published/2013/RD119/PDF', 'http://services.dlas.virginia.gov/User_db/frmView.aspx?ViewId=2742', 'https://www.mhsoac.ca.gov/sites/default/files/Combined%20Packet%20-%20FINAL.pdf', 'https://www.rand.org/pubs/research_reports/RR2248.html', 'https://www.rand.org/pubs/research_reports/RR1370.html', 'https://mgaleg.maryland.gov/cmte_testimony/2021/jud/1OFh06cl9pAT0gDF-hnn7aKTpo1tcebSo.pdf', 'https://louisvilleky.gov/sites/default/files/safe_neighborhoods/alcoholfactsstats.pdf', 'https://www.rand.org/pubs/research_reports/RR2454.html', 'https://mhsoac.ca.gov/sites/default/files/Combined%20Packet%20-%20FINAL.pdf']","['Microsoft Word - VCMHS  Cover.docx', '1', 'MHSOAC Meeting Packet', 'California Community College Faculty and Staff Help Address Student Mental Health Issues', 'Investing in College Student Mental Health Yields Positive Financial Returns', 'Oppose HB0032 Cannabis - Legalization and Regulation (Inclusion, Restoration and Rehabilitation Act of 2021)', 'Alcohol Facts and Statistics Fact Sheet', 'Review and Evaluation of the Substance Abuse, Mental Health, and Homelessness Grant Formulas', 'MHSOAC Meeting Packet']",9,"['https://mhsoac.ca.gov/sites/default/files/Combined%20Packet%20-%20FINAL.pdf', 'https://mgaleg.maryland.gov/cmte_testimony/2021/jud/1OFh06cl9pAT0gDF-hnn7aKTpo1tcebSo.pdf', 'https://www.mhsoac.ca.gov/sites/default/files/Combined%20Packet%20-%20FINAL.pdf']","['493_8_mhsoac meeting packet.pdf', '493_5_oppose hb0032 cannabis  legalization and regulation inclusion restoration and rehabilitation act of 2021.pdf', '493_2_mhsoac meeting packet.pdf']",493_mental health of college students and their non–collegeattending peers.pdf,3,33.33,"[0.613, 0.677, 0.612]","[0.082, 0.076, 0.08]","[0.079, 0.167, 0.078]","[-0.039, 0.053, -0.035]","[0.62, 0.684, 0.617]","[0.804, 0.853, 0.808]","[0.67, 0.567, 0.675]","[0.57, 0.607, 0.567]","[0.772, 0.867, 0.782]","[0.775, 0.832, 0.777]","[0.631, 0.676, 0.632]",0.0,0.634,0.079,0.108,-0.007,0.64,0.822,0.637,0.581,0.807,0.795,0.646
https://doi.org/10.1001/archpsyc.65.5.578,"[0.0, 0.0, 0.115, 0.0, 0.0, 0.0, 0.0]",breastfeeding and child cognitive development,"['https://www.nber.org/papers/w19054', 'http://www.floridahealth.gov/programs-and-services/wic/health-providers/_documents/provider-booklet.pdf', 'https://www.colorado.gov/pacific/sites/default/files/PF_BF_Breastfeeding-AAP-2012-Policy-Statement.pdf', 'https://purl.fdlp.gov/GPO/gpo131659', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6464485/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6457747/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6463838/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7154583/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6464574/pdf', 'https://legistar.council.nyc.gov/View.ashx?M=F&ID=8918811&GUID=A57CE2BF-E6B3-4510-91C9-B13CA76F39CA']","['Unobservable Selection and Coefficient Stability: Theory and Validation', 'Refer your clients to WIC', 'PEDS20113552 827..841', 'Infant nutrition and feeding: a guide for use in the Special Supplemental Nutrition Program for Women, Infants, and Children (WIC).', 'Support for healthy breastfeeding mothers with healthy term babies', 'Methods of milk expression for lactating women', 'Longchain polyunsaturated fatty acid supplementation in preterm infants', 'Optimal duration of exclusive breastfeeding', 'Long chain polyunsaturated fatty acid supplementation in infants born at term', 'Holly Atkinson - Written Testimony Supporting 2064 FINAL no links']",10,"['https://legistar.council.nyc.gov/View.ashx?M=F&ID=8918811&GUID=A57CE2BF-E6B3-4510-91C9-B13CA76F39CA', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6457747/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6464485/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7154583/pdf', 'https://purl.fdlp.gov/GPO/gpo131659', 'http://www.floridahealth.gov/programs-and-services/wic/health-providers/_documents/provider-booklet.pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6464574/pdf', 'https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6463838/pdf']","['494_9_holly atkinson  written testimony supporting 2064 final no links.pdf', '494_5_methods of milk expression for lactating women.pdf', '494_4_support for healthy breastfeeding mothers with healthy term babies.pdf', '494_7_optimal duration of exclusive breastfeeding.pdf', '494_3_infant nutrition and feeding a guide for use in the special supplemental nutrition program for women infants and children wic.pdf', '494_1_refer your clients to wic.pdf', '494_8_long chain polyunsaturated fatty acid supplementation in infants born at term.pdf', '494_6_longchain polyunsaturated fatty acid supplementation in preterm infants.pdf']",494_breastfeeding and child cognitive development.pdf,8,80.0,"[0.634, 0.699, 0.8, 0.788, 0.758, 0.617, 0.775, 0.776]","[0.121, 0.393, 0.501, 0.478, 0.426, 0.087, 0.386, 0.344]","[0.053, 0.381, 0.59, 0.483, 0.338, 0.115, 0.321, 0.299]","[0.005, 0.387, 0.536, 0.499, 0.371, -0.017, 0.295, 0.336]","[0.566, 0.686, 0.77, 0.717, 0.714, 0.561, 0.665, 0.677]","[0.708, 0.752, 0.798, 0.786, 0.758, 0.703, 0.762, 0.743]","[0.545, 0.712, 0.816, 0.777, 0.732, 0.63, 0.647, 0.639]","[0.582, 0.662, 0.691, 0.666, 0.702, 0.583, 0.681, 0.663]","[0.767, 0.836, 0.867, 0.85, 0.862, 0.728, 0.833, 0.831]","[0.799, 0.871, 0.889, 0.877, 0.879, 0.771, 0.846, 0.844]","[0.631, 0.771, 0.795, 0.815, 0.73, 0.641, 0.754, 0.74]",0.016,0.731,0.342,0.323,0.301,0.669,0.751,0.687,0.654,0.822,0.847,0.735
https://doi.org/10.1001/archpsyc.65.6.625,[0.0],effects of enhanced foster care on the longterm physical and mental health of foster care alumni,"['https://www.jaacap.org/article/S0890-8567(15)00148-3/pdf', 'https://www.rand.org/pubs/research_reports/RR1775-1.html']","['Practice Parameter for the Assessment and Management of Youth Involved With the Child Welfare System', 'Improving Child Welfare Outcomes']",2,['https://www.jaacap.org/article/S0890-8567(15)00148-3/pdf'],['495_0_practice parameter for the assessment and management of youth involved with the child welfare system.pdf'],495_effects of enhanced foster care on the longterm physical and mental health of foster care alumni.pdf,1,50.0,[0.795],[0.243],[0.453],[0.231],[0.797],[0.884],[0.755],[0.798],[0.87],[0.906],[0.718],0.0,0.795,0.243,0.453,0.231,0.797,0.884,0.755,0.798,0.87,0.906,0.718
